Orthogroup	v2	v5
OG0000903	GRMZM2G094699	Zm00001eb091670
OG0000903	GRMZM2G378906	Zm00001eb332530
OG0000903	GRMZM2G011101	Zm00001eb129320
OG0000904	GRMZM2G025048	Zm00001eb055000, Zm00001eb236570
OG0000904	GRMZM2G399158	Zm00001eb302720
OG0000904	GRMZM2G149841	Zm00001eb116340
OG0000905	GRMZM2G101069	Zm00001eb081600
OG0000905	GRMZM2G098875	Zm00001eb399220
OG0000905	GRMZM5G826838	Zm00001eb055490
OG0000906	GRMZM2G082368	Zm00001eb103870
OG0000906	GRMZM2G028452	Zm00001eb367750
OG0000906	GRMZM2G019267	Zm00001eb215750, Zm00001eb055820
OG0000907	GRMZM2G038604, GRMZM2G056285, GRMZM2G316322, GRMZM2G074994, GRMZM2G465977, GRMZM2G089001	Zm00001eb084660
OG0000908	GRMZM2G009806	Zm00001eb057670, Zm00001eb057680
OG0000908	GRMZM2G071133	Zm00001eb057660
OG0000908	GRMZM2G300044	Zm00001eb057650
OG0000909	GRMZM2G376668, GRMZM5G893200	Zm00001eb333880, Zm00001eb390380, Zm00001eb336240
OG0000909	GRMZM5G839114	Zm00001eb111260
OG0000910	GRMZM2G027282	Zm00001eb258170
OG0000910	GRMZM2G040224, GRMZM2G100873, GRMZM2G173849, GRMZM2G032505	Zm00001eb281730
OG0000911	GRMZM2G373878, GRMZM2G544990, GRMZM2G313536	Zm00001eb347580, Zm00001eb194710, Zm00001eb059010, Zm00001eb330180
OG0000912	GRMZM2G106280	Zm00001eb210080
OG0000912	GRMZM2G470167	Zm00001eb190020
OG0000912	GRMZM2G385352	Zm00001eb367370
OG0000913	GRMZM2G176766	Zm00001eb202340
OG0000913	GRMZM5G837445, GRMZM2G017299, GRMZM2G451220, GRMZM2G101044	Zm00001eb011150
OG0000915	GRMZM2G124502	Zm00001eb433030
OG0000915	GRMZM2G035325	Zm00001eb046320, Zm00001eb220440, Zm00001eb220450, Zm00001eb067200
OG0000916	GRMZM2G366117	Zm00001eb143920
OG0000916	GRMZM5G838420	Zm00001eb388830
OG0000916	GRMZM2G120339, GRMZM2G043958	Zm00001eb393770
OG0000917	GRMZM2G111677	Zm00001eb086810
OG0000917	GRMZM2G003190	Zm00001eb431950
OG0000917	GRMZM2G022563	Zm00001eb068760
OG0000918	GRMZM2G404411	Zm00001eb057620, Zm00001eb222780, Zm00001eb308580, Zm00001eb291490
OG0000918	GRMZM2G159082	Zm00001eb069190
OG0000919	GRMZM5G817886	Zm00001eb070860
OG0000919	GRMZM2G108125	Zm00001eb430840
OG0000919	GRMZM5G891209, GRMZM2G093900	Zm00001eb171190
OG0000920	GRMZM2G416045	Zm00001eb071200
OG0000920	GRMZM2G091176	Zm00001eb386060, Zm00001eb245860, Zm00001eb245850, Zm00001eb386120
OG0000921	GRMZM2G128934	Zm00001eb430480
OG0000921	GRMZM2G175362	Zm00001eb071500
OG0000921	GRMZM2G097739	Zm00001eb178120, Zm00001eb414260
OG0000922	GRMZM2G383540	Zm00001eb378800
OG0000922	GRMZM5G808811	Zm00001eb269170
OG0000922	GRMZM2G367107, GRMZM2G175447	Zm00001eb430340
OG0000923	GRMZM2G300111	Zm00001eb072420
OG0000923	GRMZM2G086541	Zm00001eb428380
OG0000923	GRMZM5G813804	Zm00001eb415680, Zm00001eb172270
OG0000924	GRMZM2G413774	Zm00001eb428300
OG0000924	GRMZM5G872041, GRMZM2G145446, GRMZM2G113203, GRMZM2G032218	Zm00001eb072510
OG0000925	GRMZM5G874366	Zm00001eb384830
OG0000925	GRMZM2G173896, GRMZM2G152306	Zm00001eb102860, Zm00001eb367710, Zm00001eb072550
OG0000926	GRMZM2G302559	Zm00001eb148970
OG0000926	GRMZM2G374989	Zm00001eb403490
OG0000926	GRMZM2G028091, GRMZM2G454327	Zm00001eb345700
OG0000927	GRMZM2G392975	Zm00001eb186900
OG0000927	GRMZM2G174807	Zm00001eb074210
OG0000927	GRMZM2G136032, GRMZM2G081843	Zm00001eb249940
OG0000928	GRMZM2G131982	Zm00001eb075300
OG0000928	GRMZM2G098442	Zm00001eb427600
OG0000928	GRMZM2G110541	Zm00001eb248800, Zm00001eb186150
OG0000929	GRMZM2G438841, GRMZM2G370585	Zm00001eb130540, Zm00001eb076660
OG0000929	GRMZM2G168388, GRMZM2G119717	Zm00001eb178410
OG0000930	GRMZM2G178693	Zm00001eb077130
OG0000930	GRMZM2G081192	Zm00001eb185300
OG0000930	GRMZM2G154628	Zm00001eb247760
OG0000931	GRMZM2G049608	Zm00001eb077280
OG0000931	GRMZM2G145109	Zm00001eb077330
OG0000931	GRMZM2G145075	Zm00001eb077310
OG0000932	GRMZM2G118950	Zm00001eb077350
OG0000932	GRMZM2G175140, GRMZM2G079278, GRMZM2G701289, GRMZM2G028736	Zm00001eb247430
OG0000933	GRMZM2G316985	Zm00001eb306740
OG0000933	GRMZM5G842555	Zm00001eb393190, Zm00001eb197270
OG0000933	GRMZM2G304436	Zm00001eb077480
OG0000934	GRMZM5G845736	Zm00001eb077490
OG0000934	GRMZM2G012236	Zm00001eb077520
OG0000934	GRMZM5G882852	Zm00001eb077500, Zm00001eb077510
OG0000935	GRMZM2G173299	Zm00001eb077810, Zm00001eb084830, Zm00001eb226970, Zm00001eb114380, Zm00001eb077800, Zm00001eb177590
OG0000936	GRMZM2G008865	Zm00001eb114640
OG0000936	GRMZM2G158298, GRMZM2G703003, GRMZM2G416544, GRMZM2G097511	Zm00001eb114760
OG0000937	GRMZM2G021560	Zm00001eb078980
OG0000937	GRMZM2G062052	Zm00001eb425430
OG0000937	GRMZM2G080706, GRMZM2G127121	Zm00001eb411580
OG0000938	GRMZM2G023946	Zm00001eb084430
OG0000938	GRMZM2G103847, GRMZM2G301463, GRMZM2G395951	Zm00001eb183800, Zm00001eb421720
OG0000939	GRMZM2G492156, GRMZM2G133568	Zm00001eb183200
OG0000939	GRMZM2G033093	Zm00001eb245070, Zm00001eb253580, Zm00001eb080670
OG0000940	GRMZM2G075584	Zm00001eb272360
OG0000940	GRMZM2G002375, GRMZM2G049740, GRMZM2G059810, GRMZM2G158136	Zm00001eb227980
OG0000941	GRMZM5G899449	Zm00001eb182820
OG0000941	GRMZM2G049549	Zm00001eb081200
OG0000941	GRMZM2G024739	Zm00001eb244770
OG0000942	GRMZM2G127426	Zm00001eb297870
OG0000942	GRMZM2G126026	Zm00001eb345540
OG0000942	GRMZM2G107595, GRMZM2G106108	Zm00001eb081920
OG0000943	GRMZM2G107121	Zm00001eb081960
OG0000943	GRMZM2G156527	Zm00001eb081970, Zm00001eb260860, Zm00001eb055160, Zm00001eb081950
OG0000944	GRMZM2G139822	Zm00001eb144080
OG0000944	GRMZM2G065971	Zm00001eb365190
OG0000944	GRMZM2G458879, GRMZM2G054632	Zm00001eb082770
OG0000945	GRMZM2G029079	Zm00001eb091890
OG0000945	GRMZM2G414140	Zm00001eb245890, Zm00001eb016700, Zm00001eb278850, Zm00001eb083700
OG0000946	GRMZM2G153275, GRMZM2G056996, GRMZM2G399750, GRMZM2G064501, GRMZM2G411786, GRMZM2G001466	Zm00001eb083880
OG0000947	GRMZM2G057495, GRMZM2G015985	Zm00001eb437120, Zm00001eb435770, Zm00001eb436850, Zm00001eb437270, Zm00001eb435290
OG0000948	GRMZM2G088880	Zm00001eb085730
OG0000948	GRMZM2G016928, GRMZM6G791392	Zm00001eb207840, Zm00001eb232530, Zm00001eb343250
OG0000949	GRMZM5G880503	Zm00001eb268350, Zm00001eb380610, Zm00001eb380620, Zm00001eb147570, Zm00001eb389730, Zm00001eb389740
OG0000950	GRMZM2G009845	Zm00001eb282820
OG0000950	GRMZM2G468150, GRMZM2G086022, GRMZM2G025608, GRMZM2G088088	Zm00001eb346120
OG0000951	GRMZM2G135238, GRMZM2G452159, GRMZM2G586619, GRMZM2G102010, GRMZM2G704370, GRMZM2G061243	Zm00001eb310110
OG0000952	GRMZM2G104146, GRMZM2G075951, GRMZM2G455924, GRMZM2G358879, GRMZM2G476949, GRMZM2G382524	Zm00001eb329120
OG0000953	GRMZM2G009800	Zm00001eb087740
OG0000953	GRMZM2G170208	Zm00001eb087720
OG0000953	GRMZM2G009779	Zm00001eb087730
OG0000955	GRMZM2G050570	Zm00001eb156020
OG0000955	GRMZM2G179797	Zm00001eb294790
OG0000955	GRMZM2G120833	Zm00001eb088230, Zm00001eb284240
OG0000958	GRMZM2G014716	Zm00001eb092000
OG0000958	GRMZM5G835987, GRMZM2G409067, GRMZM2G522398	Zm00001eb092010, Zm00001eb154910
OG0000959	GRMZM2G010282	Zm00001eb092060, Zm00001eb044120, Zm00001eb055250, Zm00001eb031320, Zm00001eb222120, Zm00001eb222110
OG0000960	GRMZM2G430607, GRMZM2G479552	Zm00001eb257510
OG0000960	GRMZM2G122231, GRMZM2G312521, GRMZM2G416836	Zm00001eb192680
OG0000961	GRMZM2G100881, GRMZM2G073308, GRMZM2G040276, GRMZM2G147410	Zm00001eb124450
OG0000961	GRMZM2G085254	Zm00001eb335850
OG0000962	GRMZM2G427014	Zm00001eb405580
OG0000962	GRMZM2G377797	Zm00001eb093610
OG0000962	GRMZM2G353103	Zm00001eb163700
OG0000963	GRMZM2G347541	Zm00001eb195390
OG0000963	GRMZM2G389362, GRMZM2G455407, GRMZM2G036397, GRMZM5G858318	Zm00001eb093970
OG0000964	GRMZM2G151162	Zm00001eb094120
OG0000964	GRMZM2G090531	Zm00001eb094090
OG0000964	GRMZM5G841268, GRMZM2G074971	Zm00001eb094150
OG0000965	GRMZM2G416698	Zm00001eb195660, Zm00001eb107060, Zm00001eb042290, Zm00001eb015670, Zm00001eb276770, Zm00001eb094360
OG0000966	GRMZM2G013555	Zm00001eb154260
OG0000966	GRMZM2G374912, GRMZM2G350200, GRMZM2G048500, GRMZM2G144701	Zm00001eb361850
OG0000967	GRMZM2G056723, GRMZM2G462690, GRMZM2G321192, GRMZM2G353308	Zm00001eb095610, Zm00001eb318510, Zm00001eb230360
OG0000968	GRMZM2G047727	Zm00001eb009920, Zm00001eb095960, Zm00001eb104470, Zm00001eb376870, Zm00001eb187860, Zm00001eb009900
OG0000969	GRMZM2G352855	Zm00001eb096490
OG0000969	GRMZM2G041369	Zm00001eb096390
OG0000969	GRMZM2G042677, GRMZM2G044472	Zm00001eb096400
OG0000970	GRMZM2G401179	Zm00001eb132620
OG0000970	GRMZM2G323731	Zm00001eb341910
OG0000970	GRMZM2G153086, GRMZM2G426953	Zm00001eb148780
OG0000972	GRMZM2G104546	Zm00001eb097580
OG0000972	GRMZM2G437977, GRMZM2G389303	Zm00001eb177530
OG0000972	GRMZM2G136712	Zm00001eb309070
OG0000973	GRMZM2G124732	Zm00001eb309950
OG0000973	GRMZM2G039900	Zm00001eb098230
OG0000973	GRMZM2G020661	Zm00001eb343780, Zm00001eb295910
OG0000974	GRMZM5G807791, GRMZM2G110794	Zm00001eb098320
OG0000974	GRMZM2G056495	Zm00001eb146560
OG0000974	GRMZM2G047214	Zm00001eb366640
OG0000977	GRMZM2G005536, GRMZM2G148626	Zm00001eb338160
OG0000977	GRMZM2G379437	Zm00001eb309500
OG0000977	GRMZM2G435338	Zm00001eb120810
OG0000978	GRMZM2G085467	Zm00001eb316660
OG0000978	GRMZM2G417597, GRMZM2G459459, GRMZM2G008525, GRMZM2G437481	Zm00001eb101880
OG0000979	GRMZM2G365374	Zm00001eb101990
OG0000979	GRMZM2G153815	Zm00001eb220140
OG0000979	GRMZM2G700750, GRMZM2G094863	Zm00001eb043470
OG0000980	GRMZM2G459854	Zm00001eb104040
OG0000980	GRMZM2G078783, GRMZM2G700533, GRMZM2G314697, GRMZM5G814851	Zm00001eb321250
OG0000981	GRMZM2G044676	Zm00001eb322560
OG0000981	GRMZM2G036615, GRMZM2G051002, GRMZM2G020804, GRMZM2G042576	Zm00001eb390880
OG0000982	GRMZM5G877590, GRMZM2G447426, GRMZM2G317823, GRMZM2G434509, GRMZM2G095989	Zm00001eb132350, Zm00001eb191390
OG0000983	GRMZM2G449717, GRMZM2G108772, GRMZM2G579854, GRMZM2G444683, GRMZM2G087463, GRMZM5G850556	Zm00001eb304140
OG0000984	GRMZM2G452026	Zm00001eb216780
OG0000984	GRMZM2G085878, GRMZM2G163602, GRMZM2G472821, GRMZM2G090274	Zm00001eb108120
OG0000986	GRMZM2G101769	Zm00001eb109190
OG0000986	GRMZM2G117276, GRMZM2G386317, GRMZM2G063214, GRMZM2G153614	Zm00001eb414910
OG0000987	GRMZM2G387304	Zm00001eb110200
OG0000987	GRMZM2G387993, GRMZM2G023162	Zm00001eb286680, Zm00001eb224790, Zm00001eb154740
OG0000988	GRMZM5G874072, GRMZM2G533679, GRMZM2G511040, GRMZM2G070563	Zm00001eb110990
OG0000988	GRMZM2G072632	Zm00001eb320680
OG0000989	GRMZM2G156251	Zm00001eb131770
OG0000989	GRMZM2G333433	Zm00001eb330080
OG0000989	GRMZM5G873277, GRMZM2G121962	Zm00001eb111000
OG0000990	GRMZM2G402293, GRMZM2G393716, GRMZM2G010791, GRMZM2G393227, GRMZM2G102542	Zm00001eb111770, Zm00001eb152440
OG0000991	GRMZM2G307397, GRMZM2G318412, GRMZM2G008286, GRMZM5G830449, GRMZM2G381748, GRMZM2G111964	Zm00001eb226590
OG0000992	GRMZM2G135002	Zm00001eb116670
OG0000992	GRMZM2G082964	Zm00001eb116720
OG0000992	GRMZM2G083000, GRMZM2G152290	Zm00001eb115740
OG0000993	GRMZM2G346701	Zm00001eb302630
OG0000993	GRMZM2G013065	Zm00001eb302580, Zm00001eb302620
OG0000993	GRMZM2G144890	Zm00001eb116460
OG0000995	GRMZM2G147819, GRMZM2G092287, GRMZM2G097694, GRMZM2G177604, GRMZM2G088736, GRMZM2G399100	Zm00001eb116580
OG0000996	GRMZM2G102075	Zm00001eb301640
OG0000996	GRMZM2G156110, GRMZM2G111172, GRMZM2G080222	Zm00001eb116830, Zm00001eb116850
OG0000997	GRMZM2G370951	Zm00001eb117360
OG0000997	GRMZM2G048297, GRMZM2G158742	Zm00001eb145820
OG0000997	GRMZM2G098704	Zm00001eb172330
OG0000998	GRMZM2G123371	Zm00001eb252630
OG0000998	GRMZM2G114883, GRMZM6G816863, GRMZM2G314094, GRMZM2G042502	Zm00001eb188910
OG0000999	GRMZM2G083497	Zm00001eb180400, Zm00001eb119260
OG0000999	GRMZM2G018228	Zm00001eb339270
OG0000999	GRMZM2G177720	Zm00001eb199800
OG0001000	GRMZM2G041547	Zm00001eb093680, Zm00001eb169000
OG0001000	GRMZM2G499197, GRMZM2G466118, GRMZM2G139647	Zm00001eb206190
OG0001001	GRMZM2G044531	Zm00001eb346890
OG0001001	GRMZM2G008513, GRMZM2G452651, GRMZM2G038079	Zm00001eb337250, Zm00001eb121540
OG0001002	GRMZM2G061969	Zm00001eb336760
OG0001002	GRMZM2G043340, GRMZM2G438378	Zm00001eb283150
OG0001002	GRMZM2G054559	Zm00001eb122860
OG0001003	GRMZM2G074267	Zm00001eb254390
OG0001003	GRMZM2G098643	Zm00001eb372180
OG0001003	GRMZM2G403601, GRMZM2G149184	Zm00001eb194640
OG0001005	GRMZM5G853361	Zm00001eb125700
OG0001005	GRMZM2G348992, GRMZM2G417877	Zm00001eb221950
OG0001005	GRMZM2G030384	Zm00001eb334960
OG0001006	GRMZM2G138698	Zm00001eb369460
OG0001006	GRMZM2G007754, GRMZM2G143984, GRMZM2G326625, GRMZM2G138756	Zm00001eb369470
OG0001007	GRMZM2G122666	Zm00001eb127670
OG0001007	GRMZM2G181536, GRMZM2G086636, GRMZM2G038356	Zm00001eb340890, Zm00001eb131280
OG0001009	GRMZM2G435393	Zm00001eb129120
OG0001009	GRMZM2G131529	Zm00001eb116000, Zm00001eb129240, Zm00001eb129220, Zm00001eb129160
OG0001010	GRMZM2G300634, GRMZM2G033606, GRMZM2G428924, GRMZM2G367768, GRMZM2G108570, GRMZM2G034069	Zm00001eb387930
OG0001011	GRMZM2G409164	Zm00001eb316760
OG0001011	GRMZM2G009904, GRMZM2G317919, GRMZM2G468811, GRMZM5G834208	Zm00001eb167460
OG0001012	GRMZM2G046078	Zm00001eb050980, Zm00001eb185270, Zm00001eb247640, Zm00001eb247670, Zm00001eb247610, Zm00001eb077240
OG0001013	GRMZM2G156016	Zm00001eb153520
OG0001013	GRMZM2G449165	Zm00001eb370850
OG0001013	GRMZM2G094081	Zm00001eb379720, Zm00001eb133730
OG0001014	GRMZM2G012600	Zm00001eb137680
OG0001014	GRMZM2G047362, GRMZM2G041666	Zm00001eb137620
OG0001014	GRMZM2G174803	Zm00001eb410430
OG0001015	GRMZM2G425641	Zm00001eb155460
OG0001015	GRMZM2G340754	Zm00001eb024470, Zm00001eb037660, Zm00001eb321280, Zm00001eb411620
OG0001016	GRMZM2G370797, GRMZM2G442458, GRMZM5G880720, GRMZM2G578190, GRMZM2G351729, GRMZM2G428420	Zm00001eb307210
OG0001017	GRMZM2G179562	Zm00001eb280330
OG0001017	GRMZM2G095648, GRMZM2G082405, GRMZM2G002686, GRMZM2G463418	Zm00001eb280350
OG0001018	GRMZM2G445201	Zm00001eb149410
OG0001018	GRMZM2G159208	Zm00001eb406580
OG0001018	GRMZM2G702950, GRMZM2G044394	Zm00001eb406710
OG0001019	GRMZM2G140837	Zm00001eb368810
OG0001019	GRMZM2G152868, GRMZM2G093412	Zm00001eb149510
OG0001019	GRMZM2G461139	Zm00001eb278910
OG0001020	GRMZM2G334689, GRMZM2G106349	Zm00001eb173760
OG0001020	GRMZM2G072837	Zm00001eb074110, Zm00001eb310640, Zm00001eb150430
OG0001021	GRMZM2G130558	Zm00001eb369360
OG0001021	GRMZM2G090300	Zm00001eb291530
OG0001021	GRMZM2G062555	Zm00001eb352390
OG0001023	GRMZM2G384755	Zm00001eb352780
OG0001023	GRMZM2G106702	Zm00001eb369770
OG0001023	GRMZM2G322723	Zm00001eb151300
OG0001024	GRMZM2G118462	Zm00001eb370990
OG0001024	GRMZM2G123277	Zm00001eb153280
OG0001024	GRMZM2G304274	Zm00001eb153270
OG0001025	GRMZM2G072767	Zm00001eb153510
OG0001025	GRMZM5G893355, GRMZM2G135133	Zm00001eb188870, Zm00001eb190210, Zm00001eb072590
OG0001026	GRMZM2G124249, GRMZM2G311342, GRMZM2G083812	Zm00001eb258100
OG0001026	GRMZM2G125823	Zm00001eb192170, Zm00001eb192180
OG0001027	GRMZM2G023667	Zm00001eb361210
OG0001027	GRMZM2G356355, GRMZM2G377049, GRMZM2G151856, GRMZM2G108318	Zm00001eb155270
OG0001028	GRMZM2G089553	Zm00001eb192810, Zm00001eb419420, Zm00001eb344360
OG0001028	GRMZM2G091494	Zm00001eb361150, Zm00001eb155350
OG0001029	GRMZM2G147721	Zm00001eb361070
OG0001029	GRMZM2G098569	Zm00001eb155590
OG0001029	GRMZM2G168681, GRMZM2G079836	Zm00001eb342550
OG0001030	GRMZM5G836897	Zm00001eb372020
OG0001030	GRMZM2G153961, GRMZM5G833207	Zm00001eb081740, Zm00001eb092130, Zm00001eb181590
OG0001031	GRMZM2G175661	Zm00001eb360580
OG0001031	GRMZM5G828614, GRMZM2G320399	Zm00001eb294920
OG0001031	GRMZM2G312712	Zm00001eb156300
OG0001032	GRMZM2G076993, GRMZM2G375064	Zm00001eb295220
OG0001032	GRMZM2G085078	Zm00001eb156610
OG0001032	GRMZM2G077054	Zm00001eb360480
OG0001033	GRMZM5G887054	Zm00001eb232520
OG0001033	GRMZM2G116135	Zm00001eb160340
OG0001033	GRMZM2G146358	Zm00001eb374300
OG0001034	GRMZM2G114661, GRMZM2G301513	Zm00001eb205240
OG0001034	GRMZM2G070961	Zm00001eb160430
OG0001034	GRMZM2G012966	Zm00001eb357100
OG0001035	GRMZM2G164185	Zm00001eb336600, Zm00001eb243780, Zm00001eb357700
OG0001035	GRMZM2G142334, GRMZM2G452572	Zm00001eb161320
OG0001036	GRMZM2G361398	Zm00001eb161700
OG0001036	GRMZM2G022383, GRMZM2G425377	Zm00001eb336880, Zm00001eb357900, Zm00001eb161690
OG0001037	GRMZM5G868764, GRMZM2G444546, GRMZM2G348743, GRMZM2G171488	Zm00001eb278890
OG0001037	GRMZM2G142072	Zm00001eb373500
OG0001038	GRMZM2G143139	Zm00001eb161790, Zm00001eb357960
OG0001038	GRMZM5G892675	Zm00001eb357950
OG0001038	GRMZM2G400533	Zm00001eb161780
OG0001039	GRMZM2G011980	Zm00001eb163960
OG0001039	GRMZM2G036685	Zm00001eb406310
OG0001039	GRMZM2G114052, GRMZM2G449987	Zm00001eb195220
OG0001040	GRMZM2G424804	Zm00001eb164090
OG0001040	GRMZM2G159179	Zm00001eb406600
OG0001040	GRMZM2G016264	Zm00001eb406670
OG0001041	GRMZM2G398086	Zm00001eb166030
OG0001041	GRMZM2G140517	Zm00001eb166040, Zm00001eb166010, Zm00001eb166020, Zm00001eb166080
OG0001042	GRMZM2G398057	Zm00001eb166050, Zm00001eb292560, Zm00001eb108150, Zm00001eb250270, Zm00001eb248430, Zm00001eb108160
OG0001043	GRMZM2G097469, GRMZM2G375527	Zm00001eb399960
OG0001043	GRMZM2G438371	Zm00001eb398760, Zm00001eb344080, Zm00001eb162980
OG0001044	GRMZM2G172300, GRMZM2G333035, GRMZM2G107761	Zm00001eb168700, Zm00001eb168690, Zm00001eb168680, Zm00001eb168710
OG0001046	GRMZM2G125151	Zm00001eb171460, Zm00001eb092380, Zm00001eb307450, Zm00001eb193870, Zm00001eb310610, Zm00001eb092390
OG0001047	GRMZM2G073349	Zm00001eb288810, Zm00001eb140780
OG0001047	GRMZM2G394747, GRMZM2G136828	Zm00001eb271420, Zm00001eb357480
OG0001048	GRMZM2G135526	Zm00001eb174190
OG0001048	GRMZM2G024303	Zm00001eb270900, Zm00001eb282680, Zm00001eb282670, Zm00001eb260390
OG0001049	GRMZM2G354618	Zm00001eb174220
OG0001049	GRMZM5G812883	Zm00001eb174280, Zm00001eb174260
OG0001049	GRMZM5G818776	Zm00001eb260340
OG0001050	GRMZM5G843772	Zm00001eb084230, Zm00001eb084220
OG0001050	GRMZM5G813134, GRMZM5G867641	Zm00001eb307180, Zm00001eb138740
OG0001051	GRMZM5G849244	Zm00001eb176780
OG0001051	GRMZM5G892749, GRMZM5G842609, GRMZM5G848435, GRMZM2G102458	Zm00001eb171300
OG0001052	GRMZM5G845532, GRMZM2G173000	Zm00001eb176890, Zm00001eb412200, Zm00001eb232090, Zm00001eb434850, Zm00001eb339250
OG0001053	GRMZM2G701134, GRMZM2G551332, GRMZM2G080598	Zm00001eb286130, Zm00001eb380070, Zm00001eb396150, Zm00001eb179060
OG0001054	GRMZM2G459746	Zm00001eb180790
OG0001054	GRMZM2G452583, GRMZM5G813007	Zm00001eb242050, Zm00001eb037070, Zm00001eb116820
OG0001056	GRMZM2G163210	Zm00001eb183920
OG0001056	GRMZM2G343225, GRMZM2G164095	Zm00001eb385420, Zm00001eb082360, Zm00001eb383150
OG0001057	GRMZM2G371651, GRMZM2G405592, GRMZM2G700862, GRMZM5G847841, GRMZM2G702602	Zm00001eb254240, Zm00001eb254220
OG0001058	GRMZM2G110579	Zm00001eb366160, Zm00001eb071420
OG0001058	GRMZM2G098800	Zm00001eb186770
OG0001058	GRMZM2G317338	Zm00001eb249840
OG0001059	GRMZM2G046140, GRMZM2G167884	Zm00001eb226480, Zm00001eb310890
OG0001059	GRMZM2G032592, GRMZM2G434696	Zm00001eb331570
OG0001060	GRMZM2G171858, GRMZM2G030905, GRMZM2G102995	Zm00001eb161240, Zm00001eb176100, Zm00001eb291230, Zm00001eb355230
OG0001061	GRMZM2G144594, GRMZM5G875954, GRMZM2G171376	Zm00001eb378160
OG0001061	GRMZM2G114484, GRMZM2G138686	Zm00001eb188090
OG0001062	GRMZM2G022582	Zm00001eb432370
OG0001062	GRMZM2G143402, GRMZM2G063632	Zm00001eb164160, Zm00001eb056840, Zm00001eb220310
OG0001063	GRMZM2G110558	Zm00001eb257590
OG0001063	GRMZM2G455306	Zm00001eb374410
OG0001063	GRMZM2G163610	Zm00001eb278370
OG0001064	GRMZM2G401874	Zm00001eb197200
OG0001064	GRMZM2G449569, GRMZM2G088761, GRMZM2G113276	Zm00001eb347460, Zm00001eb286030
OG0001065	GRMZM2G020242	Zm00001eb197210, Zm00001eb197240, Zm00001eb201270, Zm00001eb196820, Zm00001eb196810, Zm00001eb196730
OG0001066	GRMZM2G133996	Zm00001eb199380
OG0001066	GRMZM2G050321	Zm00001eb199370
OG0001066	GRMZM2G050307, GRMZM2G143871	Zm00001eb199390
OG0001067	GRMZM2G079436	Zm00001eb200230
OG0001067	GRMZM2G079491	Zm00001eb200260
OG0001067	GRMZM2G309316	Zm00001eb200290, Zm00001eb200280
OG0001068	GRMZM2G135958, GRMZM2G087322, GRMZM5G849868	Zm00001eb342430
OG0001068	GRMZM2G079938, GRMZM2G093441	Zm00001eb294430
OG0001069	GRMZM2G022442	Zm00001eb334780
OG0001069	GRMZM2G062552	Zm00001eb231570
OG0001069	GRMZM2G094579	Zm00001eb209190
OG0001070	GRMZM2G025127	Zm00001eb209350
OG0001070	GRMZM2G156824	Zm00001eb230110, Zm00001eb331230, Zm00001eb375480, Zm00001eb402520
OG0001071	GRMZM2G116750	Zm00001eb403830
OG0001071	GRMZM2G136085	Zm00001eb209420
OG0001071	GRMZM2G417859	Zm00001eb209430
OG0001072	GRMZM2G037700, GRMZM2G160664	Zm00001eb215770, Zm00001eb243240, Zm00001eb148840, Zm00001eb342210, Zm00001eb130030
OG0001073	GRMZM2G116586	Zm00001eb226930
OG0001073	GRMZM2G396565	Zm00001eb215830, Zm00001eb237030
OG0001073	GRMZM2G161493	Zm00001eb272890
OG0001074	GRMZM2G364373	Zm00001eb218380, Zm00001eb064060, Zm00001eb156180, Zm00001eb156170, Zm00001eb302500, Zm00001eb125510
OG0001075	GRMZM2G073034	Zm00001eb220990, Zm00001eb088990, Zm00001eb288470, Zm00001eb023480, Zm00001eb095600, Zm00001eb231580
OG0001076	GRMZM2G133966	Zm00001eb293110
OG0001076	GRMZM2G178593, GRMZM2G406945, GRMZM2G001304, GRMZM2G068943	Zm00001eb353280
OG0001077	GRMZM2G039560, GRMZM2G038909	Zm00001eb373440
OG0001077	GRMZM2G006206, GRMZM2G151144, GRMZM2G099701	Zm00001eb234230
OG0001078	GRMZM2G160404	Zm00001eb234440
OG0001078	GRMZM2G024411	Zm00001eb400070
OG0001078	GRMZM2G152844	Zm00001eb110220, Zm00001eb257740
OG0001079	GRMZM2G121749	Zm00001eb240250
OG0001079	GRMZM2G430308	Zm00001eb240300
OG0001079	GRMZM2G093164	Zm00001eb240290
OG0001080	GRMZM5G886833	Zm00001eb247960
OG0001080	GRMZM2G153725, GRMZM2G075096	Zm00001eb254750
OG0001080	GRMZM5G859493	Zm00001eb254680
OG0001081	GRMZM2G107457	Zm00001eb300700
OG0001081	GRMZM2G395771, GRMZM2G014865	Zm00001eb318270, Zm00001eb357190, Zm00001eb318280
OG0001082	GRMZM2G151257	Zm00001eb253980
OG0001082	GRMZM2G451965	Zm00001eb264950
OG0001082	GRMZM2G154678	Zm00001eb371630
OG0001083	GRMZM5G806638	Zm00001eb256080, Zm00001eb250530, Zm00001eb157940, Zm00001eb248390, Zm00001eb084810, Zm00001eb065170
OG0001084	GRMZM2G373435	Zm00001eb278620
OG0001084	GRMZM2G055982	Zm00001eb373760
OG0001084	GRMZM2G166027	Zm00001eb165320, Zm00001eb256750
OG0001085	GRMZM5G800359	Zm00001eb115890, Zm00001eb165310, Zm00001eb165330, Zm00001eb059130, Zm00001eb059120, Zm00001eb259020
OG0001086	GRMZM2G430902	Zm00001eb269960
OG0001086	GRMZM2G124061	Zm00001eb269910
OG0001086	GRMZM2G169489, GRMZM2G010740	Zm00001eb378080
