Orthogroup	v5	v2
OG0003209	Zm00001eb005080	GRMZM2G037912
OG0003209	Zm00001eb403440	GRMZM2G075588
OG0003210	Zm00001eb049340	GRMZM2G316774, GRMZM2G327695, GRMZM2G316780
OG0003211	Zm00001eb015600, Zm00001eb015610	GRMZM5G855743, GRMZM2G027626
OG0003212	Zm00001eb402390, Zm00001eb005330	GRMZM2G026807, GRMZM2G178960
OG0003213	Zm00001eb005340	GRMZM2G136113
OG0003213	Zm00001eb402380	GRMZM2G178945
OG0003214	Zm00001eb402340	GRMZM2G178916
OG0003214	Zm00001eb005370	GRMZM2G162725
OG0003215	Zm00001eb402200	GRMZM2G087901
OG0003215	Zm00001eb005460	GRMZM2G034302
OG0003216	Zm00001eb005600	GRMZM2G021498
OG0003216	Zm00001eb402080	GRMZM2G141084
OG0003217	Zm00001eb005640	GRMZM2G142609
OG0003217	Zm00001eb402070	GRMZM2G376282
OG0003218	Zm00001eb272450, Zm00001eb114460, Zm00001eb005680	GRMZM2G419938
OG0003219	Zm00001eb402010	GRMZM2G169363
OG0003219	Zm00001eb005700	GRMZM2G000741
OG0003220	Zm00001eb005710	GRMZM2G156486
OG0003220	Zm00001eb402000	GRMZM2G169365
OG0003221	Zm00001eb017220	GRMZM2G115935
OG0003221	Zm00001eb005850	GRMZM2G080524
OG0003222	Zm00001eb223590	GRMZM2G036351
OG0003222	Zm00001eb006000	GRMZM2G445634
OG0003223	Zm00001eb006040	GRMZM2G148855, GRMZM2G450108, GRMZM2G165372
OG0003224	Zm00001eb006080	GRMZM2G097434
OG0003224	Zm00001eb401720	GRMZM5G860976
OG0003225	Zm00001eb240610	GRMZM2G447432, GRMZM2G457110, GRMZM2G452960
OG0003227	Zm00001eb251960	GRMZM2G179147, GRMZM2G126505, GRMZM2G410700
OG0003228	Zm00001eb401580	GRMZM2G028855
OG0003228	Zm00001eb006400	GRMZM2G113401
OG0003229	Zm00001eb006430	GRMZM2G114918
OG0003229	Zm00001eb006410	GRMZM2G061806
OG0003230	Zm00001eb006440	GRMZM2G093125
OG0003230	Zm00001eb006420	GRMZM2G056469
OG0003231	Zm00001eb006510, Zm00001eb295110, Zm00001eb401560	GRMZM2G023575
OG0003232	Zm00001eb401540	GRMZM2G433117
OG0003232	Zm00001eb006560	GRMZM2G385605
OG0003233	Zm00001eb401510	GRMZM2G095786
OG0003233	Zm00001eb006610	GRMZM2G398848
OG0003234	Zm00001eb331370	GRMZM2G113039, GRMZM5G847243, GRMZM2G304401
OG0003235	Zm00001eb105610	GRMZM2G113794
OG0003235	Zm00001eb006790	GRMZM2G039129
OG0003236	Zm00001eb065340	GRMZM2G077222
OG0003236	Zm00001eb312880	GRMZM5G892492
OG0003237	Zm00001eb006970	GRMZM2G445296
OG0003237	Zm00001eb401300	GRMZM2G113057
OG0003238	Zm00001eb400460	GRMZM2G113232
OG0003238	Zm00001eb007050	GRMZM2G002002
OG0003239	Zm00001eb007070	GRMZM2G155086
OG0003239	Zm00001eb400480	GRMZM2G113159
OG0003241	Zm00001eb400530	GRMZM2G178254
OG0003241	Zm00001eb007180	GRMZM2G064841
OG0003242	Zm00001eb400580	GRMZM2G049398
OG0003242	Zm00001eb007240	GRMZM2G004259
OG0003244	Zm00001eb007470	GRMZM2G114190
OG0003244	Zm00001eb400630	GRMZM5G845398
OG0003245	Zm00001eb400640	GRMZM2G154149
OG0003245	Zm00001eb007510	GRMZM2G114055
OG0003246	Zm00001eb007610	GRMZM5G872264
OG0003246	Zm00001eb400670	GRMZM2G075921
OG0003247	Zm00001eb400680	GRMZM2G006721
OG0003247	Zm00001eb007640	GRMZM2G007130
OG0003248	Zm00001eb400770	GRMZM5G850567
OG0003248	Zm00001eb007740	GRMZM2G055101
OG0003249	Zm00001eb135560	GRMZM2G348584, GRMZM2G147210, GRMZM2G044608
OG0003250	Zm00001eb400800	GRMZM2G081729
OG0003250	Zm00001eb007800	GRMZM2G007347
OG0003251	Zm00001eb400810	GRMZM2G081622
OG0003251	Zm00001eb007810	GRMZM2G007188
OG0003252	Zm00001eb007820, Zm00001eb338430, Zm00001eb099110	GRMZM2G015067
OG0003253	Zm00001eb278720, Zm00001eb359050	GRMZM2G351895, GRMZM2G440363
OG0003254	Zm00001eb007950, Zm00001eb400950, Zm00001eb400960	GRMZM2G005624
OG0003255	Zm00001eb308100	GRMZM2G046620, GRMZM2G480256, GRMZM2G071808
OG0003256	Zm00001eb008080	GRMZM2G301885
OG0003256	Zm00001eb401030	GRMZM2G138589
OG0003257	Zm00001eb361640	GRMZM2G069203
OG0003257	Zm00001eb293180	GRMZM2G013430
OG0003258	Zm00001eb401120	GRMZM2G050159
OG0003258	Zm00001eb008200	GRMZM2G003506
OG0003259	Zm00001eb401190	GRMZM2G096464
OG0003259	Zm00001eb008320	GRMZM2G326869
OG0003260	Zm00001eb204950	GRMZM2G175510
OG0003260	Zm00001eb008400	GRMZM2G069765
OG0003261	Zm00001eb400380	GRMZM2G113506
OG0003261	Zm00001eb008450	GRMZM2G107854
OG0003262	Zm00001eb008490	GRMZM2G091563
OG0003262	Zm00001eb400330	GRMZM2G100511
OG0003263	Zm00001eb008610	GRMZM2G321725
OG0003263	Zm00001eb400220	GRMZM2G069458
OG0003264	Zm00001eb368960, Zm00001eb149660	GRMZM2G087409, GRMZM2G426150
OG0003265	Zm00001eb149670	GRMZM2G038165, GRMZM2G069201, GRMZM2G459224
OG0003266	Zm00001eb008630	GRMZM2G098714
OG0003266	Zm00001eb400180	GRMZM2G086934
OG0003267	Zm00001eb400160	GRMZM2G013349
OG0003267	Zm00001eb008660	GRMZM2G173067
OG0003269	Zm00001eb400090	GRMZM2G034575
OG0003269	Zm00001eb008780	GRMZM2G163129
OG0003270	Zm00001eb399910	GRMZM5G824920
OG0003270	Zm00001eb008930	GRMZM2G111324
OG0003271	Zm00001eb141710	GRMZM2G136830
OG0003271	Zm00001eb363280	GRMZM2G040503
OG0003272	Zm00001eb009300	GRMZM2G036257
OG0003272	Zm00001eb009080	GRMZM2G040728
OG0003274	Zm00001eb399830	GRMZM2G126834
OG0003274	Zm00001eb009140	GRMZM2G099797
OG0003275	Zm00001eb399800	GRMZM2G026742
OG0003275	Zm00001eb009170	GRMZM2G118485
OG0003276	Zm00001eb009230	GRMZM2G417917
OG0003276	Zm00001eb057880	GRMZM2G437753
OG0003277	Zm00001eb009240	GRMZM2G025123
OG0003277	Zm00001eb399680	GRMZM2G093254
OG0003278	Zm00001eb399580	GRMZM2G067426
OG0003278	Zm00001eb009360	GRMZM2G469304
OG0003279	Zm00001eb009370	GRMZM2G153611
OG0003279	Zm00001eb399570	GRMZM2G136293
OG0003280	Zm00001eb009380	GRMZM2G180023
OG0003280	Zm00001eb399560	GRMZM2G091621
OG0003281	Zm00001eb399370	GRMZM2G105787
OG0003281	Zm00001eb009510	GRMZM2G091456
OG0003282	Zm00001eb377490	GRMZM5G825134, GRMZM5G814607, GRMZM5G824731
OG0003283	Zm00001eb009580	GRMZM2G088843
OG0003283	Zm00001eb113870	GRMZM2G057056
OG0003284	Zm00001eb009610, Zm00001eb009630	GRMZM2G317317, GRMZM2G034737
OG0003285	Zm00001eb009620, Zm00001eb168150	GRMZM2G110131, GRMZM2G122160
OG0003286	Zm00001eb399310	GRMZM2G478876
OG0003286	Zm00001eb009660	GRMZM2G043470
OG0003287	Zm00001eb386900	GRMZM2G042231, GRMZM5G803476, GRMZM2G070904
OG0003288	Zm00001eb351980	GRMZM2G113554, GRMZM2G407083, GRMZM5G808103
OG0003289	Zm00001eb009960	GRMZM2G096877
OG0003289	Zm00001eb399240	GRMZM2G098797
OG0003290	Zm00001eb399210	GRMZM2G166684
OG0003290	Zm00001eb010020	GRMZM2G147603
OG0003291	Zm00001eb010030	GRMZM2G061096
OG0003291	Zm00001eb399190	GRMZM2G164821
OG0003292	Zm00001eb010050	GRMZM2G465595
OG0003292	Zm00001eb399180	GRMZM2G074032
OG0003293	Zm00001eb399090	GRMZM2G078189
OG0003293	Zm00001eb010190	GRMZM2G157177
OG0003294	Zm00001eb010200	GRMZM2G157157
OG0003294	Zm00001eb399060	GRMZM2G159777
OG0003295	Zm00001eb010280	GRMZM2G085427
OG0003295	Zm00001eb399030	GRMZM2G152319
OG0003296	Zm00001eb399010	GRMZM2G140799
OG0003296	Zm00001eb010300	GRMZM5G868062
OG0003297	Zm00001eb398870	GRMZM2G147775
OG0003297	Zm00001eb010370	GRMZM2G077942
OG0003298	Zm00001eb398860	GRMZM2G147671
OG0003298	Zm00001eb010400	GRMZM2G165926
OG0003299	Zm00001eb010460	GRMZM2G149481
OG0003299	Zm00001eb026490	GRMZM2G129413
OG0003300	Zm00001eb398750	GRMZM2G104626
OG0003300	Zm00001eb010500	GRMZM2G149636
OG0003301	Zm00001eb262880	GRMZM2G149642
OG0003301	Zm00001eb155600	GRMZM2G386113
OG0003302	Zm00001eb010560, Zm00001eb432130, Zm00001eb398680	GRMZM2G165944
OG0003303	Zm00001eb010590	GRMZM2G110023
OG0003303	Zm00001eb398660	GRMZM2G150598
OG0003304	Zm00001eb010600	GRMZM2G110004
OG0003304	Zm00001eb398630	GRMZM2G090868
OG0003305	Zm00001eb398620	GRMZM2G090842
OG0003305	Zm00001eb010610	GRMZM2G035552
OG0003306	Zm00001eb010660	GRMZM2G179907
OG0003306	Zm00001eb398600	GRMZM2G090792
OG0003307	Zm00001eb398510	GRMZM2G144985
OG0003307	Zm00001eb010860	GRMZM2G087275
OG0003308	Zm00001eb010900	GRMZM2G019260
OG0003308	Zm00001eb398490	GRMZM2G030839
OG0003309	Zm00001eb010960	GRMZM2G001882, GRMZM2G172652, GRMZM2G377647
OG0003310	Zm00001eb011010	GRMZM2G030422
OG0003310	Zm00001eb398420	GRMZM2G550865
OG0003311	Zm00001eb011020	GRMZM2G164562
OG0003311	Zm00001eb398410	GRMZM2G036861
OG0003312	Zm00001eb011080	GRMZM2G001696
OG0003312	Zm00001eb398370	GRMZM5G870932
OG0003313	Zm00001eb011090, Zm00001eb141090	GRMZM2G146996, GRMZM2G001814
OG0003316	Zm00001eb011320	GRMZM2G150827
OG0003316	Zm00001eb011330	GRMZM2G072492
OG0003317	Zm00001eb011470	GRMZM2G143655
OG0003317	Zm00001eb398170	GRMZM2G180558
OG0003318	Zm00001eb398160	GRMZM2G180555
OG0003318	Zm00001eb011480	GRMZM2G066120
OG0003319	Zm00001eb011530	GRMZM2G069606, GRMZM5G805540, GRMZM2G014419
OG0003320	Zm00001eb011590	GRMZM2G100620
OG0003320	Zm00001eb398100	GRMZM2G307906
OG0003321	Zm00001eb011600	GRMZM2G126443, GRMZM5G899300, GRMZM2G151598
OG0003322	Zm00001eb011620	GRMZM2G151576
OG0003322	Zm00001eb398070	GRMZM2G141596
OG0003323	Zm00001eb011640	GRMZM2G151521
OG0003323	Zm00001eb398050	GRMZM2G083427
OG0003324	Zm00001eb011650	GRMZM2G161452, GRMZM5G876691, GRMZM2G083402
OG0003325	Zm00001eb011920	GRMZM5G886952
OG0003325	Zm00001eb397950	GRMZM2G479243
OG0003326	Zm00001eb011960	GRMZM2G306806
OG0003326	Zm00001eb397920	GRMZM2G179336
OG0003327	Zm00001eb397900	GRMZM2G151934
OG0003327	Zm00001eb011970	GRMZM2G160198
OG0003328	Zm00001eb011990	GRMZM2G160324
OG0003328	Zm00001eb397870	GRMZM2G164136
OG0003329	Zm00001eb012100	GRMZM2G057646
OG0003329	Zm00001eb397850	GRMZM2G009605
OG0003330	Zm00001eb012130	GRMZM2G164084, GRMZM2G003182, GRMZM2G100086
OG0003331	Zm00001eb012180	GRMZM5G828820
OG0003331	Zm00001eb397770	GRMZM2G045084
OG0003332	Zm00001eb012200	GRMZM2G337425
OG0003332	Zm00001eb397760	GRMZM2G492252
OG0003333	Zm00001eb061890	GRMZM2G077079
OG0003333	Zm00001eb012220	GRMZM2G109885
OG0003334	Zm00001eb397690	GRMZM2G103247
OG0003334	Zm00001eb012350	GRMZM2G112925
OG0003335	Zm00001eb397620	GRMZM2G161293
OG0003335	Zm00001eb012530	GRMZM2G096231
OG0003336	Zm00001eb012540	GRMZM2G048482
OG0003336	Zm00001eb397610	GRMZM2G063875
OG0003337	Zm00001eb012600	GRMZM2G157329
OG0003337	Zm00001eb397560	GRMZM2G166780
OG0003338	Zm00001eb012770	GRMZM2G096424
OG0003338	Zm00001eb142300	GRMZM2G135095
OG0003339	Zm00001eb397350	GRMZM2G020982
OG0003339	Zm00001eb012790	GRMZM2G338333
OG0003340	Zm00001eb293290	GRMZM2G459484, GRMZM2G703561, GRMZM2G066683
OG0003341	Zm00001eb397270	GRMZM2G011071
OG0003341	Zm00001eb012960	GRMZM2G338037
OG0003342	Zm00001eb397250	GRMZM2G095868
OG0003342	Zm00001eb013000	GRMZM2G154883
OG0003343	Zm00001eb397190	GRMZM2G053987
OG0003343	Zm00001eb013100	GRMZM2G017792
OG0003344	Zm00001eb397150	GRMZM2G447617
OG0003344	Zm00001eb013120	GRMZM2G443265
OG0003345	Zm00001eb013220	GRMZM2G158197
OG0003345	Zm00001eb397100	GRMZM2G118979
OG0003346	Zm00001eb013240	GRMZM2G107731
OG0003346	Zm00001eb397090	GRMZM2G015730
OG0003347	Zm00001eb107220	GRMZM2G099270, GRMZM2G408125, GRMZM2G053086
OG0003349	Zm00001eb013300	GRMZM2G024159
OG0003349	Zm00001eb397070	GRMZM2G117207
OG0003351	Zm00001eb397050	GRMZM2G128971
OG0003351	Zm00001eb013340	GRMZM2G074401
OG0003352	Zm00001eb111990	GRMZM2G129238
OG0003352	Zm00001eb013380	GRMZM2G114354
OG0003353	Zm00001eb013710	GRMZM2G058138
OG0003353	Zm00001eb396830	GRMZM2G083262
OG0003354	Zm00001eb396750	GRMZM2G053908
OG0003354	Zm00001eb013730	GRMZM2G032182
OG0003355	Zm00001eb013830	GRMZM2G417082
OG0003355	Zm00001eb396690	GRMZM2G007475
OG0003356	Zm00001eb013860	GRMZM2G104534
OG0003356	Zm00001eb396680	GRMZM2G007514
OG0003357	Zm00001eb396670	GRMZM2G007590
OG0003357	Zm00001eb013870	GRMZM2G153450
OG0003358	Zm00001eb013890	GRMZM2G455809
OG0003358	Zm00001eb396660	GRMZM2G308351
OG0003359	Zm00001eb013940	GRMZM2G010328
OG0003359	Zm00001eb396620	GRMZM2G415117
OG0003360	Zm00001eb396530	GRMZM2G134471
OG0003360	Zm00001eb013980	GRMZM2G095043
OG0003361	Zm00001eb014000, Zm00001eb013990	GRMZM2G112524, GRMZM2G112538
OG0003362	Zm00001eb392840	GRMZM5G830868
OG0003362	Zm00001eb014040	GRMZM5G841969
OG0003363	Zm00001eb014150	GRMZM2G427418
OG0003363	Zm00001eb396470	GRMZM2G006714
OG0003364	Zm00001eb014160, Zm00001eb396450	GRMZM2G122965, GRMZM2G006341
OG0003366	Zm00001eb396410	GRMZM2G115825
OG0003366	Zm00001eb014240	GRMZM2G017536
OG0003367	Zm00001eb014470	GRMZM2G010000
OG0003367	Zm00001eb396300	GRMZM2G031637
OG0003368	Zm00001eb432870, Zm00001eb432880	GRMZM5G878250, GRMZM2G008611
OG0003369	Zm00001eb014560	GRMZM2G465213, GRMZM2G383790, GRMZM2G164283
OG0003371	Zm00001eb014700	GRMZM2G030036
OG0003371	Zm00001eb014680	GRMZM2G124785
OG0003372	Zm00001eb014730	GRMZM2G043484
OG0003372	Zm00001eb396070	GRMZM5G875502
OG0003373	Zm00001eb396050	GRMZM2G121456
OG0003373	Zm00001eb014750	GRMZM2G056373
OG0003374	Zm00001eb396040	GRMZM2G090869
OG0003374	Zm00001eb014780	GRMZM2G121871
OG0003376	Zm00001eb198200	GRMZM2G018707
OG0003376	Zm00001eb014930	GRMZM2G089720
OG0003377	Zm00001eb014970	GRMZM2G008490
OG0003377	Zm00001eb395950	GRMZM2G358238
OG0003378	Zm00001eb395850	GRMZM2G051613
OG0003378	Zm00001eb015010	GRMZM2G018941
OG0003379	Zm00001eb015060	GRMZM2G385931
OG0003379	Zm00001eb395790	GRMZM2G068479
OG0003380	Zm00001eb226100	GRMZM2G331168
OG0003380	Zm00001eb015110	GRMZM2G070956
OG0003381	Zm00001eb015130	GRMZM2G165919
OG0003381	Zm00001eb395600	GRMZM5G872256
OG0003382	Zm00001eb395720	GRMZM2G064725
OG0003382	Zm00001eb015170	GRMZM2G138814
OG0003383	Zm00001eb128890	GRMZM2G003883, GRMZM2G309363, GRMZM2G026995
OG0003384	Zm00001eb395470	GRMZM2G022398
OG0003384	Zm00001eb015460	GRMZM2G009690
OG0003385	Zm00001eb015440	GRMZM2G033570
OG0003385	Zm00001eb395480	GRMZM2G317584
OG0003386	Zm00001eb395490	GRMZM2G043983
OG0003386	Zm00001eb015420	GRMZM2G174696
OG0003388	Zm00001eb015320	GRMZM2G030272, GRMZM2G060918, GRMZM2G063216
OG0003389	Zm00001eb395410	GRMZM2G402341
OG0003389	Zm00001eb015540	GRMZM2G107463
OG0003391	Zm00001eb015570	GRMZM2G031001
OG0003391	Zm00001eb395380	GRMZM2G159500
OG0003392	Zm00001eb395320	GRMZM2G042494
OG0003392	Zm00001eb015630	GRMZM2G011598
OG0003393	Zm00001eb039050, Zm00001eb239460, Zm00001eb413990	GRMZM2G026948
OG0003394	Zm00001eb015710	GRMZM2G003379
OG0003394	Zm00001eb395290	GRMZM2G099101
OG0003395	Zm00001eb015730	GRMZM2G023884, GRMZM2G411569, GRMZM2G108938
OG0003396	Zm00001eb358650	GRMZM2G117676, GRMZM2G006310, GRMZM2G158652
OG0003397	Zm00001eb395240	GRMZM2G006080
OG0003397	Zm00001eb015930	GRMZM2G100288
OG0003398	Zm00001eb015960	GRMZM2G056355
OG0003398	Zm00001eb395220	GRMZM2G005869
OG0003399	Zm00001eb272300	GRMZM2G065888
OG0003399	Zm00001eb228090	GRMZM2G419535
OG0003400	Zm00001eb016160	GRMZM2G173387
OG0003400	Zm00001eb330610	GRMZM2G166738
OG0003401	Zm00001eb016450	GRMZM2G158662
OG0003401	Zm00001eb394950	GRMZM2G043955
OG0003402	Zm00001eb016860	GRMZM2G392172
OG0003402	Zm00001eb079080	GRMZM2G467529
OG0003403	Zm00001eb016920	GRMZM2G082034, GRMZM2G347708, GRMZM2G181284
OG0003406	Zm00001eb016940	GRMZM2G169890
OG0003406	Zm00001eb394700	GRMZM2G058522
OG0003407	Zm00001eb016960	GRMZM2G000923
OG0003407	Zm00001eb394670	GRMZM2G465333
OG0003408	Zm00001eb016970	GRMZM2G144995
OG0003408	Zm00001eb394640	GRMZM2G110233
OG0003410	Zm00001eb280160	GRMZM2G166366, GRMZM2G558123, GRMZM2G169046
OG0003411	Zm00001eb394610	GRMZM2G007922
OG0003411	Zm00001eb017000	GRMZM2G469162
OG0003412	Zm00001eb017030	GRMZM2G009232
OG0003412	Zm00001eb017110	GRMZM2G167698
OG0003413	Zm00001eb017120, Zm00001eb041770, Zm00001eb016730	GRMZM2G038153
OG0003414	Zm00001eb368500	GRMZM5G837379
OG0003414	Zm00001eb279540	GRMZM2G449147
OG0003415	Zm00001eb017260	GRMZM5G898740, GRMZM2G170915, GRMZM2G440459
OG0003416	Zm00001eb394470	GRMZM2G033352
OG0003416	Zm00001eb017320	GRMZM2G115921
OG0003417	Zm00001eb017430	GRMZM2G156827
OG0003417	Zm00001eb394410	GRMZM2G021483
OG0003418	Zm00001eb017530, Zm00001eb296530, Zm00001eb344330	GRMZM2G414278
OG0003419	Zm00001eb017560	GRMZM2G035637, GRMZM2G341190, GRMZM2G108530
OG0003420	Zm00001eb190880	GRMZM2G417682, GRMZM5G802598, GRMZM2G379144
OG0003421	Zm00001eb300500	GRMZM5G864088, GRMZM2G701061, GRMZM5G825885
OG0003422	Zm00001eb018220	GRMZM2G109271
OG0003422	Zm00001eb017710	GRMZM2G306945
OG0003424	Zm00001eb017910	GRMZM2G040453
OG0003424	Zm00001eb394230	GRMZM2G117746
OG0003426	Zm00001eb018090	GRMZM2G092888
OG0003426	Zm00001eb394120	GRMZM2G072573
OG0003427	Zm00001eb018130	GRMZM2G016281, GRMZM2G539017, GRMZM2G346863
OG0003428	Zm00001eb236140	GRMZM2G001411, GRMZM5G834003, GRMZM2G107428
OG0003429	Zm00001eb018270	GRMZM2G127150, GRMZM2G306919, GRMZM2G301271
OG0003430	Zm00001eb250850	GRMZM2G325786, GRMZM2G127181, GRMZM2G144630
OG0003431	Zm00001eb018320	GRMZM2G042683, GRMZM2G093083, GRMZM5G863023
OG0003432	Zm00001eb189290	GRMZM2G309950, GRMZM2G448720, GRMZM2G042662
OG0003433	Zm00001eb018350	GRMZM2G084540
OG0003433	Zm00001eb392120	GRMZM2G126120
OG0003434	Zm00001eb392150	GRMZM5G883601
OG0003434	Zm00001eb018360	GRMZM2G028921
OG0003435	Zm00001eb018380, Zm00001eb392190	GRMZM2G056944, GRMZM2G097987
OG0003436	Zm00001eb392220	GRMZM2G098079
OG0003436	Zm00001eb018410	GRMZM5G815369
OG0003437	Zm00001eb226760	GRMZM2G454718, GRMZM2G082112, GRMZM5G896901
OG0003438	Zm00001eb305810	GRMZM2G138541, GRMZM2G444178, GRMZM2G008263
OG0003439	Zm00001eb392330	GRMZM2G151387
OG0003439	Zm00001eb018610	GRMZM2G113139
OG0003440	Zm00001eb018600	GRMZM5G854500, GRMZM2G151476, GRMZM2G003138
OG0003442	Zm00001eb392450	GRMZM2G132238
OG0003442	Zm00001eb018900	GRMZM2G125314
OG0003443	Zm00001eb392550	GRMZM2G019029
OG0003443	Zm00001eb019050	GRMZM2G179792
OG0003444	Zm00001eb019140	GRMZM2G382717
OG0003444	Zm00001eb392490	GRMZM2G092910
OG0003446	Zm00001eb392660	GRMZM2G136538
OG0003446	Zm00001eb019220	GRMZM2G003530
OG0003447	Zm00001eb392740	GRMZM2G053004
OG0003447	Zm00001eb019340	GRMZM2G046480
OG0003448	Zm00001eb392850	GRMZM2G314663
OG0003448	Zm00001eb019380	GRMZM2G062996
OG0003449	Zm00001eb019510	GRMZM2G149224, GRMZM2G016357, GRMZM2G146057
OG0003450	Zm00001eb019630	GRMZM2G110076, GRMZM2G398124, GRMZM2G015194
OG0003451	Zm00001eb393010, Zm00001eb197110	GRMZM2G083642, GRMZM2G057865
OG0003452	Zm00001eb056720	GRMZM2G039688, GRMZM2G078619, GRMZM2G301071
OG0003453	Zm00001eb330320	GRMZM2G060589, GRMZM2G049913, GRMZM2G050098
OG0003454	Zm00001eb020100	GRMZM2G470442
OG0003454	Zm00001eb393110	GRMZM2G168392
OG0003455	Zm00001eb020150	GRMZM2G074102
OG0003455	Zm00001eb393170	GRMZM2G054020
OG0003456	Zm00001eb287580	GRMZM2G022252
OG0003456	Zm00001eb020250	GRMZM2G036543
OG0003459	Zm00001eb393250	GRMZM2G162968
OG0003459	Zm00001eb020330	GRMZM2G130121
OG0003460	Zm00001eb020360	GRMZM2G030955
OG0003460	Zm00001eb393270	GRMZM2G162949
OG0003461	Zm00001eb020370	GRMZM2G030805
OG0003461	Zm00001eb393280	GRMZM2G075104
OG0003462	Zm00001eb322600	GRMZM2G429727, GRMZM2G329194, GRMZM2G048907
OG0003463	Zm00001eb199210, Zm00001eb199220, Zm00001eb020450	GRMZM2G165960
OG0003464	Zm00001eb119740, Zm00001eb352740, Zm00001eb020520	GRMZM5G898364
OG0003465	Zm00001eb020530, Zm00001eb264940, Zm00001eb261350	GRMZM2G068826
OG0003466	Zm00001eb020560	GRMZM2G138710
OG0003466	Zm00001eb020570	GRMZM2G075892
OG0003467	Zm00001eb393470	GRMZM2G089977
OG0003467	Zm00001eb020620	GRMZM2G105935
OG0003468	Zm00001eb333190	GRMZM2G050325, GRMZM2G123932, GRMZM2G085183
OG0003471	Zm00001eb194240	GRMZM2G047385, GRMZM2G094127, GRMZM2G021912
OG0003472	Zm00001eb021220	GRMZM2G044908
OG0003472	Zm00001eb044440	GRMZM2G135688
OG0003473	Zm00001eb404640	GRMZM2G109624
OG0003473	Zm00001eb021340	GRMZM2G131853
OG0003474	Zm00001eb339560, Zm00001eb099750	GRMZM2G492473, GRMZM2G700446
OG0003475	Zm00001eb404560	GRMZM2G161905
OG0003475	Zm00001eb151180	GRMZM2G044383
OG0003476	Zm00001eb222040	GRMZM2G479697, GRMZM2G427657, GRMZM2G412373
OG0003477	Zm00001eb403410	GRMZM5G805931, GRMZM5G887865, GRMZM5G861955
OG0003478	Zm00001eb021880	GRMZM2G027700, GRMZM2G066716, GRMZM2G125266
OG0003479	Zm00001eb195020	GRMZM2G028389, GRMZM5G893965, GRMZM2G092167
OG0003480	Zm00001eb393620	GRMZM2G127224
OG0003480	Zm00001eb021990	GRMZM5G867121
OG0003483	Zm00001eb393730	GRMZM2G131221
OG0003483	Zm00001eb022160	GRMZM2G095698
OG0003484	Zm00001eb022330	GRMZM2G057768
OG0003484	Zm00001eb393810	GRMZM2G009163
OG0003485	Zm00001eb393840	GRMZM2G170843
OG0003485	Zm00001eb022400	GRMZM2G136769
OG0003486	Zm00001eb208250, Zm00001eb230310	GRMZM5G891373, GRMZM2G175316
OG0003487	Zm00001eb022650	GRMZM2G453832
OG0003487	Zm00001eb393930	GRMZM2G145794
OG0003488	Zm00001eb022670	GRMZM2G127067
OG0003488	Zm00001eb132640	GRMZM2G062531
OG0003489	Zm00001eb393940	GRMZM2G127340
OG0003489	Zm00001eb022680	GRMZM2G127168
OG0003490	Zm00001eb022690	GRMZM2G143025
OG0003490	Zm00001eb249030	GRMZM2G156585
OG0003491	Zm00001eb022720	GRMZM5G899428
OG0003491	Zm00001eb394030	GRMZM2G310321
OG0003492	Zm00001eb391920	GRMZM2G336077, GRMZM2G028033, GRMZM2G028001
OG0003493	Zm00001eb174670	GRMZM2G075655, GRMZM2G367438, GRMZM2G458718
OG0003494	Zm00001eb186860	GRMZM2G010488, GRMZM2G071569, GRMZM2G349344
OG0003495	Zm00001eb022910	GRMZM2G373341
OG0003495	Zm00001eb391770	GRMZM5G861756
OG0003496	Zm00001eb022940	GRMZM2G071172
OG0003496	Zm00001eb391740	GRMZM2G118022
OG0003497	Zm00001eb022980	GRMZM2G053720
OG0003497	Zm00001eb391720	GRMZM2G117956
OG0003498	Zm00001eb391130	GRMZM2G034110
OG0003498	Zm00001eb023160	GRMZM5G813892
OG0003500	Zm00001eb391180	GRMZM5G888608, GRMZM5G890431, GRMZM2G473457
OG0003501	Zm00001eb023270	GRMZM2G033478
OG0003501	Zm00001eb391270	GRMZM2G473310
OG0003502	Zm00001eb391390, Zm00001eb023450, Zm00001eb391380	GRMZM2G082916
OG0003503	Zm00001eb391450	GRMZM2G094990
OG0003503	Zm00001eb023460	GRMZM2G176595
OG0003504	Zm00001eb235720, Zm00001eb123300	GRMZM2G414639, GRMZM2G320738
OG0003505	Zm00001eb391530	GRMZM2G026889
OG0003505	Zm00001eb023520	GRMZM2G114772
OG0003506	Zm00001eb391500	GRMZM2G026952
OG0003506	Zm00001eb023500	GRMZM2G114667
OG0003507	Zm00001eb023590	GRMZM2G425719
OG0003507	Zm00001eb023540	GRMZM2G423886
OG0003508	Zm00001eb023610	GRMZM2G112154
OG0003508	Zm00001eb023600	GRMZM2G161459
OG0003509	Zm00001eb023630, Zm00001eb136670, Zm00001eb023640	GRMZM2G172597
OG0003510	Zm00001eb023690	GRMZM2G163189
OG0003510	Zm00001eb390970	GRMZM2G125513
OG0003511	Zm00001eb023710	GRMZM2G392477
OG0003511	Zm00001eb390980	GRMZM2G067734
OG0003512	Zm00001eb391000	GRMZM2G368610
OG0003512	Zm00001eb023740	GRMZM2G058149
OG0003513	Zm00001eb023770	GRMZM2G067257
OG0003513	Zm00001eb326120	GRMZM2G357734
OG0003515	Zm00001eb391060	GRMZM2G119146
OG0003515	Zm00001eb023860	GRMZM2G180909
